month,solar_avg_rad,NCDC Code,State FIPS,solar_net_gen_all,solar_net_gen_elc,elc_price_all,elc_price_com,elc_price_ind,elc_price_oth,elc_price_res,elc_price_trn,CDD,HDD
1,0.00387,1,1,0.0,0.0,89.4,107.9,53.6,,110.0,,4.0,713.0
2,0.00431,1,1,0.0,0.0,90.1,108.8,52.8,,114.5,,6.0,454.0
3,0.00477,1,1,0.0,0.0,91.0,108.4,55.5,,120.7,,50.0,238.0
4,0.005059999999999999,1,1,0.0,0.0,92.6,110.5,58.7,,123.7,,52.0,108.0
5,0.0049900000000000005,1,1,0.0,0.0,93.2,110.2,60.0,,120.5,,174.0,27.0
6,0.00481,1,1,0.0,0.0,98.4,111.7,64.4,,121.1,,420.0,0.0
7,0.00452,1,1,0.0,0.0,100.4,111.2,65.5,,120.3,,518.0,0.0
8,0.0046,1,1,0.0,0.0,99.8,110.4,63.9,,121.7,,505.0,0.0
9,0.00418,1,1,0.0,0.0,99.6,110.5,63.4,,122.2,,395.0,0.0
10,0.00436,1,1,11000.0,11000.0,98.1,114.9,63.1,,125.1,,150.0,52.0
11,0.00422,1,1,13000.0,13000.0,93.9,113.4,59.5,,122.4,,22.0,253.0
12,0.0035499999999999998,1,1,7000.0,7000.0,97.3,115.8,63.8,,119.6,,9.0,504.0
1,0.00653,2,4,214000.0,213000.0,92.0,95.1,53.8,,108.4,89.3,0.0,507.0
2,0.00666,2,4,265000.0,263000.0,93.6,97.9,53.3,,113.9,88.2,31.0,226.0
3,0.0077599999999999995,2,4,312000.0,310000.0,93.8,96.8,53.9,,116.8,89.1,73.0,164.0
4,0.00847,2,4,336000.0,334000.0,98.4,100.1,56.3,,122.8,86.9,118.0,101.0
5,0.00926,2,4,410000.0,407000.0,107.4,110.0,61.1,,128.7,102.1,236.0,35.0
6,0.00974,2,4,396000.0,394000.0,110.3,111.3,63.9,,124.8,105.8,647.0,0.0
7,0.0076,2,4,411000.0,408000.0,112.5,111.7,67.0,,126.4,110.9,743.0,0.0
8,0.00708,2,4,331000.0,329000.0,111.4,110.2,69.9,,125.0,117.5,599.0,0.0
9,0.0077599999999999995,2,4,306000.0,304000.0,110.4,109.5,67.9,,127.1,106.0,409.0,4.0
10,0.00758,2,4,302000.0,300000.0,103.5,105.5,63.9,,121.0,103.5,281.0,21.0
11,0.00704,2,4,243000.0,242000.0,94.7,95.7,57.0,,116.0,95.7,43.0,188.0
12,0.00626,2,4,241000.0,240000.0,94.6,95.4,58.3,,112.3,88.5,0.0,408.0
1,0.0035,3,5,1000.0,1000.0,76.3,79.2,57.3,,89.3,91.6,0.0,807.0
2,0.00372,3,5,2000.0,2000.0,77.0,80.7,56.3,,91.5,84.9,1.0,521.0
3,0.00417,3,5,2000.0,2000.0,77.6,80.60000000000001,56.8,,96.4,91.8,27.0,338.0
4,0.004900000000000001,3,5,2000.0,2000.0,76.5,80.9,54.2,,100.6,86.5,44.0,133.0
5,0.00462,3,5,2000.0,2000.0,78.9,83.0,57.7,,102.2,86.6,107.0,60.0
6,0.00525,3,5,2000.0,2000.0,85.2,85.7,65.5,,103.4,109.5,410.0,0.0
7,0.00554,3,5,3000.0,3000.0,86.5,83.4,66.3,,103.0,94.0,520.0,0.0
8,0.00558,3,5,2000.0,2000.0,86.9,83.8,66.4,,104.1,123.6,454.0,1.0
9,0.00481,3,5,3000.0,3000.0,86.3,84.3,65.6,,104.6,123.9,316.0,5.0
10,0.00436,3,5,3000.0,3000.0,80.8,81.89999999999999,60.9,,98.8,106.7,121.0,67.0
11,0.00369,3,5,2000.0,2000.0,78.6,81.19999999999999,58.6,,101.1,116.4,11.0,305.0
12,0.00347,3,5,2000.0,2000.0,79.4,81.19999999999999,61.1,,94.8,134.2,0.0,723.0
1,0.00434,4,6,716000.0,710000.0,146.7,136.6,103.8,,177.7,88.5,0.0,507.0
2,0.00458,4,6,1195000.0,1186000.0,144.5,137.5,102.4,,176.8,95.0,10.0,270.0
3,0.00611,4,6,1316000.0,1307000.0,142.6,137.8,102.4,,176.5,95.4,6.0,336.0
4,0.0067599999999999995,4,6,1545000.0,1534000.0,126.0,137.0,104.9,,123.9,95.6,22.0,212.0
5,0.00797,4,6,1924000.0,1911000.0,148.6,145.4,115.1,,177.1,90.0,33.0,59.0
6,0.00894,4,6,1851000.0,1838000.0,161.4,159.6,134.4,,180.9,99.1,201.0,4.0
7,0.00893,4,6,2167000.0,2152000.0,168.5,168.4,139.3,,184.7,100.0,282.0,1.0
8,0.00848,4,6,2145000.0,2130000.0,170.7,169.2,139.3,,188.7,103.5,268.0,0.0
9,0.00782,4,6,1911000.0,1898000.0,166.0,167.2,136.5,,182.2,106.2,145.0,21.0
10,0.00647,4,6,1609000.0,1598000.0,141.2,157.8,106.5,,139.3,109.3,47.0,127.0
11,0.005030000000000001,4,6,1389000.0,1380000.0,149.1,142.9,118.4,,179.3,90.2,10.0,267.0
12,0.00425,4,6,1039000.0,1033000.0,148.0,138.2,108.9,,181.6,100.2,0.0,524.0
1,0.00474,5,8,19000.0,18000.0,90.7,85.4,68.6,,111.5,85.8,0.0,1190.0
2,0.004940000000000001,5,8,27000.0,26000.0,92.2,88.7,69.4,,114.4,94.9,0.0,888.0
3,0.00583,5,8,33000.0,32000.0,91.9,89.4,69.1,,114.0,90.4,0.0,842.0
4,0.0064800000000000005,5,8,33000.0,32000.0,95.0,94.1,71.1,,118.2,95.3,0.0,639.0
5,0.00714,5,8,41000.0,40000.0,94.9,94.9,70.6,,116.9,95.5,0.0,50.0
6,0.00821,5,8,43000.0,42000.0,103.6,101.7,76.5,,125.9,99.2,109.0,0.0
7,0.00766,5,8,45000.0,44000.0,103.5,99.4,77.0,,124.6,97.8,158.0,2.0
8,0.0068200000000000005,5,8,36000.0,35000.0,104.2,101.2,76.2,,128.3,101.9,63.0,7.0
9,0.007019999999999999,5,8,78000.0,76000.0,104.9,103.3,78.2,,128.4,109.6,27.0,70.0
10,0.00623,5,8,76000.0,74000.0,98.5,99.2,74.0,,121.0,104.1,1.0,399.0
11,0.00535,5,8,56000.0,54000.0,98.8,98.1,74.5,,122.7,101.5,0.0,724.0
12,0.00456,5,8,52000.0,50000.0,97.7,93.6,75.0,,118.8,101.7,0.0,244.0
1,0.00317,6,9,1000.0,1000.0,171.8,154.0,128.0,,198.6,109.0,0.0,1068.0
2,0.00375,6,9,2000.0,2000.0,179.2,161.49999999999997,132.4,,206.9,116.3,0.0,905.0
3,0.00418,6,9,1000.0,1000.0,178.2,161.1,131.9,,208.5,117.7,0.0,661.0
4,0.0042699999999999995,6,9,2000.0,2000.0,175.6,157.2,126.8,,211.5,122.2,0.0,535.0
5,0.004200000000000001,6,9,2000.0,2000.0,177.0,158.7,128.5,,216.4,128.4,12.0,10.0
6,0.00419,6,9,2000.0,2000.0,176.0,160.2,125.5,,209.5,105.2,104.0,0.0
7,0.00457,6,9,3000.0,3000.0,171.5,155.7,128.7,,197.7,99.5,297.0,0.0
8,0.00434,6,9,3000.0,3000.0,167.3,154.7,127.3,,187.8,106.4,293.0,0.0
9,0.00419,6,9,3000.0,3000.0,167.7,156.3,128.1,,189.8,110.6,90.0,36.0
10,0.0034,6,9,2000.0,2000.0,170.7,159.5,127.3,,199.5,100.3,0.0,336.0
11,0.00272,6,9,2000.0,2000.0,170.2,159.0,126.1,,197.6,89.9,0.0,622.0
12,0.0029,6,9,2000.0,2000.0,167.0,153.5,127.3,,190.3,98.5,0.0,974.0
1,0.0034300000000000003,7,10,2000.0,2000.0,112.2,100.7,85.0,,131.2,,0.0,980.0
2,0.00405,7,10,2000.0,2000.0,111.5,106.4,80.39999999999999,,129.4,,0.0,763.0
3,0.0044800000000000005,7,10,4000.0,4000.0,113.7,104.7,84.0,,133.5,,2.0,491.0
4,0.0044800000000000005,7,10,4000.0,4000.0,111.5,101.0,81.19999999999999,,138.4,,0.0,367.0
5,0.00455,7,10,4000.0,4000.0,113.7,105.8,80.3,,144.9,,30.0,38.0
6,0.00463,7,10,4000.0,4000.0,110.0,99.5,80.9,,135.5,,221.0,0.0
7,0.00475,7,10,4000.0,4000.0,107.3,94.0,81.1,,129.4,,442.0,0.0
8,0.0044800000000000005,7,10,5000.0,5000.0,109.6,98.3,82.5,,129.5,,423.0,0.0
9,0.00411,7,10,5000.0,5000.0,109.4,96.0,82.1,,130.5,,213.0,4.0
10,0.00395,7,10,5000.0,5000.0,119.3,107.8,83.8,,154.4,,25.0,191.0
11,0.0033900000000000002,7,10,5000.0,5000.0,108.5,100.2,76.0,,138.3,,0.0,494.0
12,0.00331,7,10,6000.0,6000.0,106.7,96.3,77.6,,129.0,,0.0,817.0
1,0.00483,8,12,9000.0,9000.0,101.6,92.8,76.8,,112.1,88.6,74.0,228.0
2,0.0050999999999999995,8,12,16000.0,15000.0,101.2,94.1,76.1,,110.4,89.5,71.0,164.0
3,0.00554,8,12,18000.0,18000.0,98.9,90.1,76.4,,110.0,83.3,218.0,34.0
4,0.00591,8,12,28000.0,27000.0,97.0,88.2,74.1,,108.7,81.5,234.0,6.0
5,0.00562,8,12,33000.0,33000.0,96.0,87.2,73.6,,106.7,81.30000000000001,373.0,0.0
6,0.00455,8,12,24000.0,24000.0,98.1,87.2,76.7,,108.7,79.1,516.0,0.0
7,0.00441,8,12,19000.0,19000.0,99.0,86.6,78.4,,109.4,80.2,597.0,0.0
8,0.00436,8,12,20000.0,20000.0,99.9,87.7,78.6,,110.7,79.9,565.0,0.0
9,0.004030000000000001,8,12,18000.0,17000.0,100.4,88.5,79.1,,111.4,85.1,500.0,0.0
10,0.00454,8,12,13000.0,13000.0,99.3,89.4,78.2,,109.8,85.4,347.0,2.0
11,0.00471,8,12,15000.0,15000.0,99.2,90.3,77.5,,110.8,85.0,62.0,52.0
12,0.00424,8,12,11000.0,11000.0,97.9,88.7,77.0,,109.2,81.7,96.0,73.0
1,0.00419,9,13,25000.0,25000.0,91.3,97.5,56.2,,104.6,46.1,4.0,729.0
2,0.00463,9,13,34000.0,34000.0,90.1,96.2,52.4,,105.8,42.8,3.0,502.0
3,0.00497,9,13,43000.0,43000.0,89.6,94.6,51.5,,112.0,42.6,45.0,247.0
4,0.00529,9,13,48000.0,48000.0,90.0,96.4,53.6,,112.2,45.4,37.0,130.0
5,0.00532,9,13,59000.0,59000.0,93.0,97.8,54.5,,115.7,46.2,155.0,34.0
6,0.004849999999999999,9,13,57000.0,57000.0,102.2,100.8,63.6,,123.0,56.8,398.0,0.0
7,0.00464,9,13,66000.0,65000.0,105.5,101.5,68.6,,123.5,63.0,509.0,0.0
8,0.0044599999999999996,9,13,82000.0,82000.0,103.6,98.5,62.4,,125.8,62.3,476.0,0.0
9,0.0041600000000000005,9,13,97000.0,97000.0,100.5,98.2,63.6,,119.9,58.2,340.0,0.0
10,0.00433,9,13,115000.0,115000.0,92.7,97.5,57.6,,111.4,48.0,106.0,72.0
11,0.0043,9,13,121000.0,121000.0,91.9,99.2,56.5,,110.0,46.6,16.0,288.0
12,0.00382,9,13,133000.0,133000.0,91.3,97.9,58.5,,104.3,48.4,8.0,519.0
1,0.00246,10,16,0.0,0.0,79.5,74.1,56.7,,95.1,,0.0,1141.0
2,0.00332,10,16,0.0,0.0,79.8,75.5,58.7,,96.1,,0.0,845.0
3,0.00436,10,16,0.0,0.0,80.0,76.2,59.4,,97.5,,0.0,746.0
4,0.0056,10,16,0.0,0.0,78.3,76.5,60.6,,98.3,,3.0,429.0
5,0.00658,10,16,0.0,0.0,77.9,77.1,63.1,,100.9,,11.0,27.0
6,0.00751,10,16,0.0,0.0,84.4,82.6,76.3,,100.7,,96.0,6.0
7,0.00888,10,16,0.0,0.0,83.5,80.8,70.7,,107.6,,159.0,3.0
8,0.00801,10,16,6000.0,6000.0,82.9,79.8,71.1,,104.6,,152.0,3.0
9,0.0069500000000000004,10,16,9000.0,9000.0,79.9,76.6,67.4,,102.4,,25.0,33.0
10,0.00526,10,16,5000.0,5000.0,80.2,78.0,61.0,,102.4,,0.0,496.0
11,0.00325,10,16,4000.0,4000.0,80.9,78.6,57.1,,100.2,,0.0,704.0
12,0.0025,10,16,6000.0,6000.0,79.9,74.6,56.7,,94.4,,0.0,358.0
1,0.00263,11,17,2000.0,2000.0,91.2,86.9,64.6,,117.7,67.1,0.0,1255.0
2,0.00349,11,17,4000.0,4000.0,92.0,87.5,65.4,,122.7,65.2,0.0,940.0
3,0.004070000000000001,11,17,3000.0,3000.0,92.4,89.2,64.2,,128.8,69.5,4.0,637.0
4,0.00449,11,17,4000.0,4000.0,92.4,89.5,64.5,,130.9,71.3,2.0,451.0
5,0.0044,11,17,5000.0,5000.0,95.5,93.0,64.8,,136.1,68.3,57.0,98.0
